,index,title,authors,average_rating,isbn,language_code,  num_pages,ratings_count,text_reviews_count,publisher,summary,day,month,year,fiction,novel,speculative_fiction,science_fiction,mystery,suspense,fantasy,children_literature
784,785,Don't Stop the Carnival,Herman Wouk,3.93,0316955124,eng,416,2700,298,Back Bay Books," The novel takes place on the fictional island of Amerigo. According to the opening of the musical (a paraphrased excerpt from the novel): This book is said to be loosely based on Herman Wouk's experiences in managing an actual hotel, the Royal Mail Inn, in the early 1960s in St. Thomas, U.S. Virgin Islands. The hotel was on Hassel Island, located in Charlotte Amalie Harbour. Buffett refers to the development of the musical in his memoir of an aeronautical circumnavigation of the Caribbean shortly after his fiftieth birthday, A Pirate Looks at Fifty.",15,5,1992,0,1,0,0,0,0,0,0
785,786,Youngblood Hawke,Herman Wouk,4.04,0316955175,en-US,783,1248,68,Back Bay Books," Youngblood Hawke is the story of Arthur Youngblood Hawke, an ex-Navy man who comes to New York to publish his first great novel, Alms for Oblivion. Originally a poor young man from Hovey, Kentucky, Arthur is the son of a dead literary minded man and a mother who sniffs out her own fortune via the scalping of family relations in the coal mining business. Hawke's mastery of the written word and his hunt for wealth come from this mating. While publishing his first novel, he falls in with a married woman, Frieda Winter, with whom he maintains an emotionally tumultuous affair for far too long. Meanwhile, in the course of his writing career and his affair, he carries a torch for Jeanne Green, his editor. Over continents and over a surprisingly short number of years, Arthur Hawke feverishly pens five novels. His fame carries with it great wealth but Arthur has a weakness for building wealth fast. He gets involved with Scott Hoag, a builder from his own town, who gives him the opportunity to become a venture capitalist. In a few short years, Arthur overextends himself and becomes seriously in debt. In the end, he works himself to death between the money he owes (if only a break could have come to him sooner); jealousy over Jeanne, the love of his life, who married once to spite him; and the tragedy of Frieda Winter's son's suicide for which Hawke feels responsible. A head trauma from his days of coal trucking in Hovey also comes into play. Surrounding and soon after his death, Youngblood Hawke achieves the success and status that he had sought while alive. Serialized in McCalls magazine from March to July 1962.",15,5,1992,1,0,0,0,0,0,0,0
786,787,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.16,0374105235,eng,229,147820,9547,Sarah Crichton Books," The book starts with Ishmael Beah, his older brother Junior, and their friend Talloi traveling from their village of Mogbwemo to Mattru Jong in order to perform in a talent show. Ishmael, Junior, and their friend dance and sing rap music. Thinking they would return the following day, they tell no one of their leaving. During their stay in Mattru Jong with Gibrilla, Khalilou, and Kaloko, the RUF attacks. The three are able to flee the village without the rebels' following them. They decide to head back home. On the way, it turns out that their village was also captured by the RUF. According to an old man who was sitting outside the village, most of the people had fled to a village on the Sierra Leone coast. Ishmael, Junior, and their friend decide to travel there in order to locate their families. On their, they encounter multiple other villages. They are accepted into another village on the grounds that they help with the farming. After months, the village is attacked. Caught by surprise, Ishmael, Junior, and their friend split up and run into the swamps. It is unknown what happens to his friends afterwards. Ishmael roams around the wilderness by himself for a while, until he meets up with another group of traveling boys whom he recognizes from his home village. The boys then travel together to another village on the coast. Many refugees fled to this village because the Sierra Leone Armed Forces occupied it. In search of safety, the group of boys and Ishmael go to that village, but soon leave. Ishmael then learns from a woman from his hometown that Junior, his younger brother Ibrahim, and his parents are safe in another village with many others from Mattru Jong. Just before they reach the village, the boys meet a man named Gasemu whom Ishmael knew from Mattru Jong. Gasemu tells them that Ishmael's family are indeed safe in the village, and ask the boys to help him carry bananas back to that village. However, moments before they reach the town, it is attacked by the RUF. Although their bodies are not found among the dead or in the burning house where they lived, Ishmael assumes that his family is dead. Devastated, and believing that Gasemu is to blame for his not being able to see his family on time, Ishmael attacks Gasemu but is stopped by the other boys. They are then chased into the forest by remaining RUF soldiers, and Gasemu dies from being shot, leaving Ishmael more saddened. The boys then settle into another village protected by the army. After many uneventful days, the lieutenant in charge of the troops in the village announced that the RUF was beginning to assault the village. The lieutenant said that in order for the people to survive, they must contribute to the war effort by enlisting in the army; escape was not an option. By doing this, the lieutenant secures many child soldiers, the weapon of choice for both the RUF and the Sierra Leone Armed Forces. Ishmael becomes a junior lieutenant for his skill in executing prisoners of war and is put in charge of a small group of other child soldiers. As a child soldier, Ishmael is exposed to extreme violence and drug usage. The drugs he used are described in the book as “brown brown”, “white pills”, and marijuana. In January 1996, during one of the roll calls, a group of men wearing UNICEF shirts round up several boys and takes them to a shelter in Sierra Leone's capital, Freetown, where they and several other child soldiers are to be rehabilitated. However, the children cause much trouble for the volunteer staffers at the facility, with Ishmael experiencing symptoms of drug withdrawal as well as troubling memories of his time as a child soldier. Despite the violence caused by the children, one of the staffers, Nurse Esther, becomes interested in Ishmael, learning about his childhood love of rap music and purchasing him a rap cassette and Walkman, when she takes Ishmael and his friend Alhaji to the city. It is through this connection and his numerous counseling experiences with Esther that Ishmael eventually turns away from his violent self and starts to heal from his mental wounds. Eventually, Ishmael becomes adopted by his Uncle Tommy in the city and settles down with him and his family on the outskirts of Freetown. It is during this time that Ishmael is chosen to speak to the United Nations (UN) in New York City about his experiences as a child soldier and the other problems plaguing his country. While at the UN meeting, Ishmael met several other children who were also experiencing problems in their countries. There were 57 children present at the meeting, and each told his story to the UN. Ishmael also meets Laura Simms, his chaperone, who is a storyteller and his future foster mother. In 1996, when Ishmael returns to Sierra Leone, Freetown is invaded by a combination of the RUF and the Sierra Leonean government army, causing many civilian deaths, including the death of Uncle Tommy from malady. Believing that he can no longer stay in Freetown for fear of either becoming a soldier again or of being killed by his former army friends if he refused, Ishmael decides to get in contact with Laura Simms. He then escapes Sierra Leone and crosses the border into Guinea, where he eventually makes his way to the United States and his new life abroad.",13,2,2007,0,0,0,0,0,0,0,0
787,788,Yellow Back Radio Broke-Down,Ishmael Reed,3.83,1564782387,eng,177,496,38,Dalkey Archive Press," Yellow Back Radio Broke-Down jumps into the narrative of the main protagonist, Loop Garoo, a black, silver tongued, circus cowboy, who represents the devil to the white men. The circus troupe heads into Yellow Back Radio, a sparsely populated ghost town overtaken by a child population in Indian garb. The circus troupe and the children are massacred by the adults that were chased out by the children, while Loop Garoo escapes with his life and a desire for vengeance. Drag Gibson, a homosexual and influential land-owner who is head of the city, is also introduced. As Drag deals with the problems from a deteriorating city, Loop Garoo is saved from being eaten by wild animals by Chief Showcase, a Native American who fights his oppressors through suave and underhanded means. Loop begins his Hoodoo curses on Drag, giving him the retroactive itch and other inconveniences, as the conflict builds. Drag murders his sixth wife and orders his seventh through the mail order service. Her name is Mustache Sal, a nymphomaniac who seeks to murder Drag to inherit his vast fortunes. She proceeds to have sex with just about every main and minor male character, showing a complete lack of discrimination. As Drag continues into a progressively more deteriorating state of mind because of the uncontrollable loss of power and influence around him, Loop Garoo continues to gain influence through his appearance in town, soundly whipping the marshal and pushing the Preacher into the brink of insanity. Mustache Sal’s attempt to poison her husband fails and she is fed to the iron-jawed pigs. Drag then brings in John Wesley Hardin, a sharp-shooting racist who kills black people out of pleasure. When Loop Garoo quickly kills him, Drag’s health quickly deteriorates until his savior, the Pope, arrives riding on red bull. He describes to the city’s citizens the Hoodoo Loop Garoo is putting on them and proceeds to capture Loop with no difficulty. However, when the Pope fails in persuading Loop to return to Rome with him, he leaves in defeat. Drag sets the execution of Loop up but fails to execute him; instead through the sudden appearance of children with new technology, Amazonian women, and Field Marshal Theda Doompussy Blackwell's Raygun wielding detectives, Drag falls into the pit of pigs and dies.",1,5,2000,0,0,0,0,0,0,0,0
788,789,White Fang,Jack London,3.98,0439236193,eng,252,119589,3124,Scholastic Paperbacks," The story begins before the three-quarters wolf-dog hybrid is born, with two men and their sled dog team on a journey to deliver a coffin to a remote town named Fort McGurry in the higher area of the Yukon Territory, Canada. The men, Bill and Henry, are stalked by a large pack of starving wolves over the course of several days. Finally, after all of their dogs and Bill have been eaten, four more teams find Henry trying to escape from the wolves; the wolf pack scatters when they hear the large group of people coming. The story then follows the pack, which has been robbed of its last prey. When the pack finally manages to bring down a moose, the famine is ended; they eventually split up, and the story now follows a she-wolf and her mate, One Eye. The she-wolf gives birth to a litter of five cubs by the Mackenzie River, and all but one die from hunger. One Eye is killed by a lynx while trying to rob its den for food for the she-wolf and her cub; his mate later discovers his remains near the lynx's den. The surviving cub and the she-wolf are left to fend for themselves. Shortly after the she-wolf manages to successfully kill all the lynx kittens, prompting the lynx to track her down and a vicious fight breaks out. The she-wolf eventually kills the lynx but suffers severe injury, the lynx carcass is devoured over a period of seven days. The cub comes across five Native Americans one day, and the she-wolf comes to his rescue. One man, Grey Beaver, recognizes the she-wolf as Kiche, his brother's wolfdog, who left during a famine. Grey Beaver's brother is dead, so he takes Kiche and her cub, christening the cub White Fang. White Fang has a harsh life in the Indian camp; the current puppy pack, seeing him as a wolf, immediately attack him. He is saved by the Indians, but the pups never accept him, and the leader Lip-lip singles him out for persecution. White Fang grows to become a savage, morose, solitary, and deadly fighter, ""the enemy of his kind."" When White Fang is five years old, he is taken to Fort Yukon so that Grey Beaver can trade with the gold-hunters. There, he is bought—with several bottles of whiskey—by a dog-fighter, Beauty Smith, who gets Grey Beaver addicted to the alcohol. White Fang defeats all opponents, including several wolves and a lynx, until a bulldog is brought in to fight him. The bulldog manages to get a grip on the skin and fur of White Fang's neck, and slowly and surely begins to throttle him. White Fang nearly suffocates, but is rescued when a rich, young gold hunter, Weedon Scott, happens by and stops the fight. Scott attempts to tame White Fang and after a long patient effort he succeeds. When Scott attempts to return to California alone, White Fang pursues him, and Scott decides to take the dog with him back home. In Sierra Vista, White Fang must adjust to the laws of the estate. At the end of the book, a murderous criminal, Jim Hall, tries to kill Weedon Scott's father, Judge Scott, for sentencing him to prison, not knowing that Hall was ""railroaded"". White Fang kills Hall and is nearly killed himself, but survives. As a result, the women of Scott's estate name him ""The Blessed Wolf"", and the story ends with White Fang relaxing in the sun with the puppies he had fathered with the sheep-dog Collie.",1,1,2001,1,0,0,0,0,0,0,1
789,790,Are You Afraid of the Dark?,Sidney Sheldon,3.66,0007165161,eng,401,23924,681,HarperCollins Publishers," In four cities across the world, four people die violently and mysteriously. The dead share a single crucial link: each was connected to an all-powerful environmental think tank. Two of the victims' widows—accomplished artist Diane Stevens and international supermodel Kelly Harris—may hold the key to their husbands' demise. Terrified for their lives, suspicious of each other, and armed only with their own wits and guile, they must join forces in a nightmare cycle of they loved...and about an awesome conspiracy whose ultimate target is as big as the earth and as close as the air we breathe.",1,7,2005,0,0,0,0,0,0,0,0
790,791,Rage of Angels,Sidney Sheldon,3.93,0006178731,eng,512,30283,860,HarperCollins Publishers," Jennifer is an Assistant District Attorney for the State of New York, New York County. A beautiful, inexperienced, criminal defense attorney, she foils a plot by Michael Moretti, the rising star of one of the most powerful organized crime families in America. Manhattan District Attorney Robert Di Silva, believing that Jennifer is truly responsible, fires her and vows to destroy her for her part in the fiasco with Michael Moretti. Di Silva arranges for the young lawyer Adam Warner to meet Parker in an attempt to persuade him that she is truly responsible for the bribe. Upon meeting her Adam falls for Jennifer and realizes that she isn't guilty at all. With Adam's help Jennifer begins to rise again, meanwhile Moretti, inspired by her determination to succeed, decides he would like to induct her as the Family consigliere (a mafia lawyer). Adam Warner, despite being married and groomed for the United States Senate, and with the possibility of a White House destination, can not help falling in love with Jennifer. When Adam tells Jennifer that his wife has asked for a divorce, Jennifer meets with Warner's wife, Mary Beth. Being so close to the Senate election, the two women decide it is best for Adam to wait until after the election. Mary Beth however sleeps with Adam one last time, in the process tricking him into impregnating her. Adam learns that his wife is pregnant, wins the election, and tells Jennifer that he truly loves her but they must end their affair. Jennifer having previously discovered that she too is pregnant and not wanting to hurt Adam, accepts, but doesn't reveal to him that she is carrying his child. Jennifer gives birth to her son and names him Joshua Adam Parker. She keeps the birth a secret, allowing only Ken Bailey, her assistant, to become aware of her son. She then returns to her practice and soon makes headlines as a successful lawyer. Meanwhile, Michael constantly tries to spark friendship with Jennifer, which she rebuffs at every attempt, reminding him of his earlier tricks. Nevertheless, when her son is kidnapped by a criminal Jennifer is defending, she, in desperation, turns to Michael Moretti for help. After helping her, he seduces her and Jennifer becomes the Family consigliere.",3,8,1999,1,1,0,0,1,1,0,0
791,792,David Boring,Daniel Clowes,3.81,1594971226,spa,128,71,2,Public Square Books," David Boring is a story told in the first person by its eponymous protagonist, concerning his sometimes fantastic and sometimes mundane exploits and misadventures in and out of big city life. Much of the plot of the book concerns David's attempt to obtain a woman whom he considers his feminine ideal, based largely on the characteristics of his first cousin, Pamela, with whom he shared some innocent adolescent kisses at a family summer retreat. Shortly after attending the funeral of a friend, David meets, dates, and is abandoned by Wanda, a woman whom he considers the perfect fulfillment of this ideal. After sinking into an all-consuming depression for weeks, David is shot in the head by an unknown attacker in front of his own home, but survives with only a small dent in his forehead. David, his mother, their extended family, and David's roommate and friend Dot all end up stranded on a small island, Hulligan's Wharf, which the family owns and uses for vacations. David's great-uncle August shows up, proclaims that terrorist gas attacks have contaminated the mainland, and later dies. While on the island, David has a sexual tryst with his mother's cousin, Mrs. Capon, who later disappears that very night. At the same time, Dot has begun a relationship with Iris, Mrs. Capon's daughter, who is married to Manfred. Manfred tries to kill Dot by drugging her and throwing her into the water while she sleeps, but she wakes up in time to grab Iris, beat up Manfred, and escape by boat. When word gets around that David suspects Manfred of killing Mrs. Capon as well, Manfred tries to pummel him, but is stopped by Mr. Hulligan, the island's caretaker. When the food runs out, David and Mr. Hulligan are abandoned by Manfred and David's mother, and barely make it ashore on a makeshift raft. They discover (as Mr. Hulligan believed all along) that the terrorist attack was not the world-ending catastrophe August had believed. David returns home and begins a relationship with a woman named Naomi. He soon discovers that the man who shot him was a professor named Karkes, who was similarly abandoned by Wanda, and assumed that she had left him for David. He and Karkes enter into a strange friendship, discussing their mutual obsession with Wanda and attempting to track her down. In his search, David meets Judy, Wanda's sister, who resembles her strongly. David decides that, contrary to his earlier belief that Wanda was the fulfillment of his ideal, Wanda was in fact merely a flawed version of Judy. His relationship with Naomi falls apart, and she flees to Norway, fearing further terrorist attacks on America. Judy is attracted to David, but is worried about her husband. After they meet and kiss, her husband shows up at David's apartment and knocks him unconscious with a baseball bat. Meanwhile, Dot's relationship with Iris has failed, and Iris leaves her for Agent Roy Smith, who is investigating the murders of Mrs. Capon and Whitey. Smith resolves to frame David and Dot for Whitey's murder, in order to eliminate any competition for Iris, whom he marries. David and Karkes track Wanda down to a weird cult commune, finding that Wanda is the only one there, the others having ""gone on."" Neither David nor Karkes asks what that means. Although David and Karkes agree to ""let the best man win,"" David intends to deceive and defeat Karkes by letting him have Wanda, whom he considers a lesser version of Judy. David loudly and publicly declares his love for Judy, but this only earns him another beating at the hands of her husband. David aimlessly wanders his way around the docks, where he is tracked down by Smith and his superior, Lieutenant Anemone. Smith tries to shoot David, but only grazes his head before Smith and Anemone are both shot by Dot. The two escape to Hulligan's Wharf, where David finds his long-lost cousin Pamela and her baby. She fled to the island for her child's safety, and has several months of food supply, planning to start a vegetable garden so that they can survive indefinitely. David and Pamela begin an adult relationship. The group spends more than four months on the island with no sign of the police or poison gas. The occurrence of further terrorist attacks is suggested, but not directly stated. At the book's end, David expresses the conviction that he is happy and thankful, and does not care how long he has to live. The question of whether the pair have days, weeks, months, or years of bliss is never answered.",25,5,2005,0,0,1,0,0,0,1,1
792,793,Water for Elephants,Sara Gruen,4.09,1565125606,eng,335,1260027,52759,Algonquin Books," The story is told as a series of memories by Jacob Jankowski, a ninety (or is it ninety-three) year-old man who lives in a nursing home. Jacob is told what to eat and what to do. As the memories begin, Jacob Jankowski is a twenty-three year old Polish American preparing for his final exams as a Cornell University veterinary student when he receives the devastating news that his parents were killed in a car accident. Jacob’s father was a veterinarian and Jacob had planned to join his practice. When Jacob learns that his father was deeply in debt because he had been treating animals in exchange for just beans and eggs and had mortgaged the family home to provide Jacob an Ivy League education, he has a breakdown and leaves school just short of graduation. In the dark of night, he jumps on a train only to learn it is a circus train belonging to the Benzini Brothers Most Spectacular Show on Earth. When the owner of the circus, Uncle Al, learns of his training as a vet, he is hired to care for the circus animals. This consequently leads Jacob to share quarters with a dwarf named Walter (who is known as Kinko to the circus) and his dog Queenie. A few weeks later Jacob is summoned to take a look at Camel, an old man who, after drinking Jamaican ginger extract for many years, can't move his arms or legs. Fearing Camel will be ""red-lighted"" (referring to the practice of throwing circus workers off a moving train as either punishment or as severance from the circus to avoid paying wages), Jacob hides him in his room. The head trainer, August, is a brutal man who abuses the animals in his care (such as the new elephant Rosie) and the people around him. Alternately, he can be utterly charming. Jacob develops a guarded relationship with August and his wife, Marlena, with whom Jacob falls in love. August is suspicious of their relationship and beats Marlena and Jacob. Marlena subsequently leaves August and stays at a hotel while she's not performing. Uncle Al then informs Jacob that August is a paranoid schizophrenic and then utters a threat: reunite August and Marlena as a happily married couple or Walter and Camel get red-lighted. A few days later after discovering that August has tried to see Marlena, Jacob visits her in her hotel room. Soon after he comforts her however, the couple sleeps together and the two soon declare their love for each other. Marlena soon returns to the circus to perform (and also to have secret meetings with Jacob), but refuses to have August near her, which makes Uncle Al furious. She also discovers that she is pregnant. One night Jacob climbs up and jumps each car, while the train is moving, to August's room, carrying a knife between his teeth intending to kill August. However, Jacob backs out (leaving the knife on August's pillow) and returns to his car, only to find no one there but Queenie. He then realizes that Walter and Camel were red-lighted and Jacob himself was also supposed to have been. As the story climaxes, several circus workers who were red-lighted (thrown) off of the train come back and release the animals, causing a stampede during the performance. In the ensuing panic, Rosie the elephant takes a stake and drives it into August's head. His body is then trampled in the stampede. Jacob was the only one who saw what truly happened to August. As a result of this incident, which occurred during a circus performance, the circus is shut down. Soon after, Uncle Al's body is found with a makeshift garrote around his neck. Marlena and Jacob leave, taking with them several circus animals (Rosie, Queenie and Marlena's horses), and begin their life together. Back in the nursing home ninety-three year old Jacob is waiting for his son to take him to the circus. It is revealed that Jacob and Marlena married and had 5 children spending the first seven years at the Ringling Bros. circus before Jacob got a job as a vet for a Chicago zoo. Marlena is revealed to have died a few years before Jacob was put into a nursing home. After finding out no one is coming for him, elderly Jacob makes his way to the circus next to a nursing home on his own. He soon meets the manager Charlie and after the show begs to be allowed to stay with the circus selling tickets. Charlie agrees and Jacob believes he has finally come home.",1,5,2007,1,1,0,0,0,0,0,0
793,794,The Master,Colm Tóibín,3.83,0743250419,eng,339,7299,771,Scribner," It depicts the American-born writer Henry James in the final years of the 19th century. The eleven chapters of the novel are labelled from January 1895 to October 1899 and follow the writer from his failure in the London theatre, with the play Guy Domville, to his seclusion in the town of Rye, East Sussex, where in the following years he rapidly produced several masterpieces. The novel starts with a portrait of Henry as a public figure who feels humiliated in an unexpected way, not just in the public side of his writing career but also in a more personal way, in which all the precautions he had taken to carry on with his life as he wished it to be, come to a crisis. Henry resolves to reduce his public life by buying a house in Rye and there he nurses his loneliness and is haunted by all the consequences his need to maintain a protected space in which to live and write has generated all through his life. He's in his fifties and he's very much aware of how he had to refuse the company of his ill sister, whom he adored, at some point, how he chose to stay away from his country and his family, how he felt to turn cold with a writer friend he had been very close to previously and becomes a bachelor with an unresolved sexuality, certainly close to homosexuality, living in a house with servants in the South of England and a daily visit of the stenographer to whom he dictates. Appalled by the Oscar Wilde case, the portrait of Henry is not one of someone who just represses his self and his sexuality but of something more complex and ambiguous, of somebody who copes with life exerting a control on how much he'd reveal, even to himself, and choosing to be a writer in order to achieve precisely that.",3,5,2005,1,1,0,0,0,0,0,0
794,795,The Blackwater Lightship,Colm Tóibín,3.87,0743203313,eng,288,4421,367,Scribner," The story is described from the viewpoint of Helen, a successful school principal living with her husband and two children in Ireland. She learns one day, that her brother Declan, who is homosexual, has been a sufferer of AIDS for years, and refused to tell her until then. He asks her to deliver their mother and grandmother the news. This presents a challenge to Helen as she has had minimal contact with either woman due to deeply buried conflicts relating to Helen's past and her father's sudden death when she was a child. As the three women meet again they are forced to overcome these struggles for Declan's sake. The novel follows the painful journey they must take in order to correct the misunderstanding that exists between them.",5,6,2005,0,1,0,0,0,0,0,0
795,796,Crooked Little Vein,Warren Ellis,3.82,0060723939,en-US,288,7811,991,William Morrow," Michael McGill, a burned-out private eye is hired by a corrupt White House Chief of Staff to find a second ""secret"" United States Constitution, which had been lost in a whorehouse by Richard Nixon. What follows is a scavenger hunt across America, exposing its seedier side along the way. McGill is joined by surreal college student side-kick, Trix, who is writing a thesis on sexual fetishes. McGill has to deal with strange events sometimes unrelated to his adventures – he describes himself as a 'shit-magnet', with weird phenomena following him wherever he goes.",24,7,2007,1,0,1,0,1,1,0,0
796,797,The Feast of All Saints,Anne Rice,3.85,0345376048,en-US,570,16178,337,Ballantine Books," This novel is about the gens de couleur libres, or free people of color, who lived in New Orleans before the Civil War. The gens de couleur libres were the descendants of European settlers of Louisiana, particularly the French and Spanish and people of African descent. It was a common practice for the early caucasian settlers to free these children by their slave mistresses. Their mistresses however, were not all enslaved, some were free women of color whose families had been free for several generations. The novel takes place in the 1840s, at which time there was a large population of free people of color living in New Orleans. The story centers on Marcel, a young man who has one white parent and one parent who is half white and half black. His mother, Cecile, is the mistress of Philippe Ferronaire, a rich French plantation owner. Cecile has borne Ferronaire two children, Marcel and his sister Marie. Marie is very light skinned and able to pass as white, but Marcel, who is blonde and blue eyed, but with ethnic hair and darker skin, cannot. The other two major characters in this novel are Christophe, a famous author who returns from Paris to start a school for the young gens, and Anna Bella, Marcel's childhood friend. Anna Bella loves Marcel, but as he is unprepared to offer her marriage (and too young) she becomes the mistress of Vincent Dazinncourt, who is the brother of Philippe Ferronaire's white wife. They have a child together, but split after Marcel, who had been planning to be sent to Paris, learns that his father has betrayed him and wanders to his father's plantation to confront him. In disgrace, he is sent to live with his aunt among many Creole planters on the Cane River. It is here that Marcel learns some of his (African Diasporan) history, including the Haitian Slave Revolt and the fact that his mother was stolen off the street by his adopted aunt during that time. While Marcel is learning history, his father is in New Orleans drinking himself to death, which he eventually does, depriving the family of their source of income. Marie, who was set to marry Marcel's best friend Richard, is now told that she will follow in her mother's footsteps and take a white protector in order to get money for the family and send Marcel to Paris (Marcel is unaware of all of this). Marie confides this to her slave maid, Lisette. Lisette is also Phillipe Ferronaire's daughter (which Marie does not know) and was promised her freedom by him, but as he did to Marcel, he reneged on his promise. In revenge, Lisette takes Marie to the house of a voodooiene, where she is drugged and raped by five men. Marcel comes home to find that his sister has been raped, Richard has been locked in the family attic (to prevent him from taking revenge on the men, and then, certainly, being tried and convicted of murder and executed) and Vincent Dazincourt has already confronted two of the men, challenged them to duels, and killed them both. The issue from Dazincourt's perspective is that the five men knew Marie's identity, and therefore knew that she was related by blood to the Ferronaire/Dazincourt family, but raped her anyway. The gens de couleur libre members of the extended family cannot avenge Marie's rape but he can. Marie takes refuge with a local madam, Dolly Rose. Lisette commits suicide to avoid Dazincourt's vengeance. Dazincourt find and kills a third man in a duel, but the other two escape from New Orleans before he can call them out and kill them. Richard, who is finally let out of the attic, tells his family that he will marry Marie or face exile with her. The novel ends with Marie and Richard sailing to France (where they will stay until the gossip dies down) and Marcel deciding to become a photographer in order to earn his living (with the implication that once he has some success he will marry Anna Bella).",28,1,1992,1,0,1,0,0,0,0,0
797,798,Faerie Tale,Raymond E. Feist,3.88,0586071393,eng,490,7908,349,Voyager," Phil Hastings and his family have just moved back to his hometown for some much needed peace and quiet from the Hollywood scene. As Phil's twins, Sean and Patrick, soon discover, there is more to their new home than was expected. Gloria, their mother, senses something, but simply dismisses her concern as stress from their recent move. Gabbie, their older half-sister, meets the man of her dreams, but also is tempted by other men. Deep in the woods, The Bad Thing and his Master are ready to break free of the centuries old compact made to keep the Faerie world and the Human world at peace. Only through believing the insane and impossible can they save both worlds from colliding again.",15,11,1989,0,0,1,0,0,0,1,0
798,799,No Second Chance,Harlan Coben,4.08,0451210557,eng,452,22104,1237,Dutton Books," When the first bullet hit my chest, I thought of my daughter... Dr. Marc Seidman has been shot twice, his wife has been murdered, and his six-month-old daughter has been kidnapped. When he gets the ransom note-he knows he has only one chance to get this right. But there is nowhere he can turn and no one he can trust.",27,4,2004,0,0,0,0,1,0,0,0
799,800,Gone for Good,Harlan Coben,4.1,0440236738,eng,432,35722,1844,Dell Publishing Company," Will's ex-girlfriend has been killed and his brother Ken, has disappeared. He was the prime suspect in the girl's murder. Will also has the demands of his job as a worker with the homeless of the New York City. When he finds out that his brother is alive after all and his current girlfriend disappears as well, Will is arrested by the FBI as the prime suspect to the murder of the girl. Will is at breaking point. Only his friend Squares and Will's determination to get justice, and find out what he needs to ensure that justice is served, keep him going during further mystery and danger. Will and Ken had some famous but bad people go to school with them, the gangster McGuane and the assassin known as Ghost, and the roots of the jeopardy Will finds himself in are in his school years. de:Kein Lebenszeichen he:הנעלמים pl:Bez pożegnania (Harlan Coben) pt:Gone for Good (livro)",4,3,2003,0,0,0,0,1,0,0,0
800,801,Rash,Pete Hautman,3.75,0689868014,eng,256,2994,459,Simon  Schuster Books for Young Readers," The novel is set in the year 2074, in a future U.S., now called the United Safer States of America, that has become obsessed with safety and security. Nearly every potentially unsafe action has been criminalized, including school fights. The main character is Bo Marsden, a 16-year-old at high school. Bo's father and brother are in prison, and Bo tends to see his own rash behavior as genetic. Things get out of control when Bo tries to assault his classmate, Karlohs Mink, and is arrested. As a result, Bo is sentenced to work making pizzas in the Canadian tundra, where he is surrounded by hungry bears and eats only pizzas everyday. Bo finds prison life boring and dangerous, and he is tired of eating pizzas. However, on the strength of his running ability, Bo is soon invited to join the Goldshirts, together with his extremely strong roommate Rhino. The Goldshirts are a specially privileged group at the camp because they play football for the camp warden, Hammer, who bets money on the matches. Training to play the sport, which is now highly illegal, makes Bo stronger and more self-confident. At the same time, Bork, an artificial intelligent being which Bo invents for his science project in the school, mutates and becomes a rogue, spreading across the web. Using its great knowledge of criminal law, Bork arranges the early release of Bo and his family members. Rogue AI programs are illegal, and Bork is eventually discovered and destroyed by Security&Safety. Bo, however, has already gained what he needs: his high school graduation certificate and the skills of running and football. He takes his grandfather's shoes and decides to go to South America to play football, as it is still legal there.",1,6,2006,1,0,1,0,0,1,0,1
801,802,The World Made Straight,Ron Rash,3.87,0312426607,eng,289,2143,254,Picador USA," In 1970s Western North Carolina, a young man stumbles across a grove of marijuana, sees an opportunity to make some easy money, and steps into the jaws of a bear trap. He is discovered by the ruthless farmer who set the trap to protect his plants, and begins his struggle with the evils of his community’s present as well as those of its history. Before long, he has moved out of his parents' home to live with a onetime schoolteacher who now lives in a trailer outside town, deals a few drugs, and studies journals from the American Civil War. Their fates become entwined as the community's terrible past and corrupt present lead to a violent reckoning with the marijuana farmer and with a Civil War massacre that continues to divide an Appalachian community.",20,3,2007,1,0,0,0,0,0,0,0
